album;song_title;section;lyric_bait;meaning_bait;source
Views;Keep the Family Close;Chorus;"All of my ""let's just be friends"" are friends I don't have anymore
How do you not check on me when things go wrong
Guess I should've tried to keep my family closer
Much closer
All of my ""let's just be friends"" are friends I don't have anymore
Guess that's what they say you need your family for
Cause I can't depend on you anymore
Much closer";Drake mengungkapkan kekecewaannya terhadap teman-teman yang dulu dekat namun tidak hadir di saat ia sedang terpuruk, dan menyadari bahwa seharusnya ia lebih mengandalkan keluarga yang sejati karena orang lain sering mengecewakan.;genius.com
Views;Keep the Family Close;Outro: Girl (Spoken);"Any time people want to start problems
It's like “for real, are you dumb?”
You know who mans are
I'm not afraid no gyal heart man
And I'm not afraid of no cyattie
And I'm not afraid of no waste yute neither
So anybody who want it can get it
Seh feh";Drake menegaskan bahwa ia tidak takut menghadapi siapa pun yang mencoba menantangnya atau membuat masalah, menyiratkan sikap tegas dan percaya diri dalam menghadapi konflik atau orang-orang yang meragukannya.;genius.com
Views;9;Intro;"Yeah, for the dogs dem, you know
Man when shit gets like this, man the whole city
Shit's crazy right now, and shit ain't gonna stop
Know shit gonna get a lot more worse before it get any better";Drake menyampaikan bahwa situasi di lingkungannya, khususnya di Toronto, sedang sulit dan akan menjadi lebih buruk sebelum membaik, sebagai bentuk solidaritas terhadap teman-teman lamanya ('the dogs') yang turut menghadapi tekanan sosial atau kehidupan jalanan.;genius.com
Views;9;Verse 1;"Look, momma hit my phone and said rap's no good
Better than her telling me the check's no good
Now they wanna act like I do no good
Funny 'cause I really did more than I should
I made a decision last night that I would die for it
Just to show the city what it takes to be alive for it
Can't get me on the line so they hang me out to dry for it
You know 40 wants peace but I'm down to cut ties for it
And I can't sleep these days unless I take one
If they don't have a story these days, they'll make one
Life is always on, man, I never get a break from it
Doesn't matter where I go, I can never get away from it
They give me loyalty and I don't gotta pay for it
Same way, breads gotta break for it
Keeping people fed is my only peace of mind now
And I turn the six upside down, it's a nine now
I made a decision last night that I would die for it";Drake mengungkapkan dedikasi totalnya terhadap karier dan kotanya (Toronto), bahkan rela berkorban nyawa untuk itu, sambil mencurahkan tekanan emosional yang ia rasakan dari tuntutan publik, loyalitas terhadap teman, dan tanggung jawab sebagai sosok besar di industri.;genius.com
Views;9;Chorus;"(Dying, yeah, yeah, gangstas, gangstas, gangstas...)
(Dying, yeah, yeah, gangstas, gangstas, gangstas...)
(Dying, yeah, yeah, gangstas, gangstas, gangstas...)
(Dying, yeah, yeah, gangstas, gangstas, gangstas...)";Pengulangan kata 'dying' dan 'gangstas' menciptakan suasana gelap dan mencerminkan realitas keras kehidupan jalanan, di mana kematian dan kekerasan menjadi bagian dari eksistensi yang melekat pada budaya gangster yang sering diangkat dalam narasi hip-hop.;genius.com
Views;9;Verse 2;"All these hand outs, man it's getting outta hand
I'ma start telling niggas ""Get it how you can""
I got it right now so I'm everybody's friend
If I ever lose I bet we never speak again
I made a decision last night, I'd die for it
Just to show the city what it takes to be alive for it
First place, first place, man we can't be tied for it
I only drove it five times, paid 1.5 for it
Keychain go jang-a-lang, I wanna do major things
MJ in every way, I just don't fade away
Six upside down, it's a nine now
Like Mannie, like Stunna, man, shit is big time now
And I made a decision last night that I would die for it";Bait ini menggambarkan ketegangan antara kesuksesan dan hubungan pribadi, di mana Drake merasa dimanfaatkan oleh orang-orang di sekitarnya, namun tetap menunjukkan komitmennya terhadap kota asalnya (Toronto) dengan menyatakan bahwa ia rela mati demi memperjuangkan identitas dan tempatnya di puncak industri musik.;genius.com
Views;9;Outro;"Make me feel the same way that I did to you
Trust me when I say I thought it all through
Trust me when I say that shit is old moves
God made himself a way from me to you
Tried to kill me but they still want the Views
Tried to kill me but they still want the Views
Tried to kill me but I am very much alive on the six side
Yeah, I said I am very much alive on the six side
I said I am....";Drake mengungkapkan bahwa meskipun ia merasa dikhianati dan diserang, ia tetap bertahan dan bangga menunjukkan bahwa dirinya masih hidup dan kuat, terutama mewakili Toronto ('the six side'). Ia juga menyindir bahwa meskipun orang-orang ingin menjatuhkannya, mereka tetap ingin menikmati karyanya ('Views').;genius.com
Views;U With Me?;Verse 1: Drake;"On some DMX shit
I group DM my exes
I tell 'em they belong to me, that goes on for forever
And I think we just get closer when we not together
You tell me that I'm confusin'
More immature than Marques Houston
Cuts too deep for a band-aid solution
We too deep in this thing, you'll never lose me
LOLOL, I'm glad you find this shit amusin'
Heard a lot about me 'fore we started off
I know you heard that my pool parties like Mardi Gras
I know you heard that my girl is sponsored by Audemars
That's why she always correctin' me when my time is off
And my house is the definition
Of alcohol and weed addiction
You got a different vision
You wanna walk around naked in the kitchen
Without runnin' into one of my niggas
That's not the way we livin'
Too much goin' on, it's just not realistic
These days I don't talk 'bout them days like I miss 'em
And you shouldn't miss 'em either, we different people
But every time we speakin'";"Drake menggambarkan hubungan masa lalunya yang kompleks dan penuh kontradiksi; meskipun ia dan mantan kekasihnya sudah berpisah, emosi mereka tetap saling terikat. Ia juga mengakui gaya hidupnya yang penuh pesta dan godaan tidak cocok dengan harapan mantannya akan kedekatan dan privasi, mencerminkan ketidakcocokan gaya hidup meski ada ikatan emosional yang kuat.";genius.com
Views;U With Me?;Chorus: Drake;"It's like a lot of games bein' played
How's it goin' down?
If it's on 'til we gone, then I gots to know now
Is you wit' me or what?
Yeah
It's like a lot of games are bein' played
How's it goin' down?
If it's on 'til we gone, then I gots to know now
Is you wit' me or what?
Yeah";Drake mempertanyakan kesetiaan dan komitmen seseorang di tengah ketidakpastian hubungan, menginginkan kejelasan apakah orang tersebut benar-benar akan tetap bersamanya sampai akhir atau hanya mempermainkan perasaannya.;genius.com
Views;U With Me?;Verse 2: Drake;"I wanna know how much time you spent on them paragraphs
Where you're getting me
All that grey in our conversation history, you
Playin' mind games, when you sayin' things
Playin' mime games, we both doin' the same thing
Slide on a late night
You like to slide on a late night
You sent a ""Are you here?"" text without an invite
That's that shit that I don't like
We both slide on a late night
Do things in our off time
We both, yeah
Made some mistakes, pon road
Yeah, how's that for real?
You toyin' with it like Happy Meal
3 dots, you thinkin' of a reaction still
While you're typin', make sure you tell me";Drake mengungkapkan frustrasinya terhadap dinamika hubungan yang membingungkan, di mana komunikasi tidak jujur dan penuh permainan emosi, seperti pesan ambigu, kehadiran tanpa undangan, dan interaksi yang manipulatif di waktu senggang.;genius.com
Views;U With Me?;Chorus: Drake;"What type of games are bein' played?
How's it goin' down?
If it's on 'til we gone, then I gots to know now
Is you wit' me or what?
Yeah
What type of games are bein' played?
How's it goin' down?
If it's on 'til we gone, then I gots to know now
Is you wit' me or what?
Yeah";Drake mempertanyakan kejelasan dan keseriusan dalam hubungan yang dijalani, mengungkapkan kebingungannya atas permainan emosi yang terjadi dan ingin kepastian apakah pasangannya benar-benar berkomitmen atau tidak.;genius.com
Views;U With Me?;Verse 3: Drake;"Yeah, remember you was livin' at The London for a month
Service elevator up to 4201
We was still a secret, couldn't come in through the front
Girl, I had your back when all you used to do was front
That's for sure though, I made a career off reminiscin'
Time got a funny way of tickin', things are so much different
I'll admit it, I've admitted to a lot of things
Act like you know it, fuck them stories, fuck the shade they throwin'
Understand I got responsibilities to people that I need
And on my way to make this dough
A lot of niggas cut the check so they can take this flow
A lot of niggas cut the check so they can take this flow
Ohhh, ohhh
Tryna give your ass the world
You runnin' your fingers through my curls
You knew me when the kid had waves
But that's enough of that
You could never say I came up and forgot about your ass
And that's some real shit";Drake mengenang hubungan masa lalu yang penuh kerahasiaan dan pengorbanan, sambil menegaskan bahwa meskipun ia kini sukses dan sibuk, ia tidak pernah melupakan orang-orang yang pernah dekat dengannya, termasuk mantan kekasihnya.;genius.com
Views;Feel No Ways;Verse;"I should be downtown, whipping on the way to you
You got something that belongs to me
Your body language says it all
Despite the things you said to me
Who is it that's got you all gassed up?
Changin' your opinion on me
I was only gone for the last few months
But you don't have the time to wait on me";"Drake mengungkapkan rasa kecewa karena merasa ditinggalkan oleh seseorang yang penting baginya, meskipun ia hanya pergi sementara; ia juga curiga bahwa ada orang lain yang memengaruhi pandangan mantan kekasihnya terhadap dirinya.";genius.com
Views;Feel No Ways;Chorus;"I tried with you
There's more to life than sleeping in and getting high with you
I had to let go of us to show myself what I could do
And that just didn't sit right with you
And now you're tryna make me feel a way, on purpose
Now you're throwing it back in my face, on purpose
Now you're talking down on my name, on purpose, yeah
And you don't feel no way, you think I deserve it
World's, world's, world's famous
World's, world's, world's famous";"Drake mencurahkan perasaannya tentang bagaimana ia telah mencoba memperbaiki hubungan, namun harus meninggalkannya demi pertumbuhan pribadi; kini ia merasa diserang secara emosional oleh mantannya yang sengaja menyakitinya tanpa rasa bersalah.";genius.com
Views;Feel No Ways;Post-Chorus;"Feel a way, feel a way, young nigga feel a way
I've stopped listenin' to things you say
'Cause you don't mean it anyway, yeah
Feel a way, feel a way, young nigga feel a way
Maybe we just should have did things my way
Instead of the other way";Drake mengungkapkan kekecewaannya karena merasa tidak didengar dalam hubungan tersebut, dan menyiratkan bahwa segalanya mungkin akan lebih baik jika pasangannya mengikuti cara atau perspektifnya sejak awal.;genius.com
Views;Feel No Ways;Chorus;"I tried with you
There's more to life than sleeping in and getting high with you
I had to let go of us to show myself what I could do
And that just didn't sit right with you
And now you're tryna make me feel a way, on purpose
Now you're throwing it back in my face, on purpose
Now you're talking down on my name, on purpose, yeah
And you don't feel no way, you think I deserve it
World's, world's, world's famous
World's, world's, world's famous";Drake mencurahkan perasaannya tentang hubungan yang gagal, di mana ia merasa sudah mencoba berubah dan berkembang, tapi pasangannya tidak bisa menerima itu dan malah membalas dengan menyakitinya secara sengaja tanpa rasa bersalah.;genius.com
Views;Feel No Ways;Post-Chorus;"Yeah, yeah, yeah
Yeah, yeah, yeah
Feel a way, feel a way, young nigga feel a way
I've stopped listening to things you say
Feel a way, feel a way, young nigga feel a way
I've stopped listening to things you say";Dalam bait ini, Drake menyampaikan bahwa ia mulai mengabaikan ucapan pasangannya karena merasa hubungan mereka sudah tidak sehat dan penuh manipulasi emosional, sehingga ia merasa kecewa dan tersakiti ('feel a way').;genius.com
Views;Hype;Intro: Baka & Drake;"Man don't live of a di hype huh?
Real ting ay
Yeah";Drake menyatakan bahwa ia tidak hidup hanya dari popularitas atau sensasi semata ('hype'), melainkan dari hal yang nyata dan otentik ('real ting'), menegaskan integritasnya di tengah sorotan publik.;genius.com
Views;Hype;Verse 1: Drake;"I pull up in Lexus' like it's '07
I just hit a lick, I got to hit a next one
Last year I know you learned your lesson
I could GPS you if you need addressin'
Boss up, I'm the bigger homie
But I'm one year older than my lil homie
'09 they was biddin' on me
But I'm Young Money, got it written on me
Okay now we got some action
Everything I said, it happened
That boy light as Michael Jackson
But on verses, he been blackin'
Chasin' women a distraction
They wan' be on TV right next to me
You cannot be here right next to me
Don't you see Riri right next to me?
I hate a rapper especially
They feel the same, but they hide it
They just discuss it in private
Don't get along man, we tried it
What's the point in even tryin'?
I hate a goofy especially
They always dyin' to mention me
They gotta die out eventually
I cannot give you the recipe
You know the game is sold separately
Swear I just had an epiphany
It cost me 50 at Tiffany's
Shout out to Tiffany, Stephanie
They used to always come check for me
My enemies wanna be friends with my other enemies
I don't let it get to me";Drake menegaskan status dan pencapaiannya sebagai artis papan atas yang telah membuktikan diri sejak lama, sambil menyindir rapper lain yang iri atau mencoba menyaingi dirinya secara diam-diam. Ia juga menolak kepalsuan dalam industri dan menekankan bahwa kesuksesan sejati tak bisa ditiru begitu saja ('the game is sold separately').;genius.com
Views;Hype;Chorus: Drake;"Done
Look what I've done in my life
I had to count it and count it again
To make sure the money was right
They love to talk
Me, I'm just dunning the hype
Me, I'm just dunning the hype
Me I'm just done, done, done, done, done";"Drake menegaskan bahwa pencapaiannya nyata dan bukan sekadar sensasi; ia telah bekerja keras, menghitung hasilnya sendiri, dan kini merasa muak atau 'selesai' dengan segala kebisingan dan omongan kosong dari orang-orang yang meragukannya.";genius.com
Views;Hype;Verse 2: Drake;"I don't take this shit for granted
I do my own propaganda
I feel like Juelz Santana
Leg hangin' out the Phantom
6 cold like Alaska
Views already a classic
Roy outta here like NASA
Bustin' 1's out the plastic
Her gram too poppin' to fuck her
The chain too heavy to tuck it, I'm serious
I feed my family with this
So don't play with my money this summer, I'm serious
I don't run out of material
You shouldn't speak on me, period
You try to give 'em your side of the story
They heard it, but they wasn't hearin' it
They feeling a way and won't hide it
Niggas done being silent
Don't get along man, we tried it
What's the point of even tryin'?
I hate a goofy especially
They always dyin' to mention me
They gotta go, they gotta go
They gotta die out eventually
I cannot give 'em no empathy
I'ma have B's when I'm 70
They cannot fuck with the legacy
I don't know what else is left for me
After this no one a threat to me
My enemies wanna be friends with my other enemies
I don't let it get to me";"Drake menekankan betapa seriusnya ia menjalani kariernya, mengabaikan para pembenci dan rival yang berusaha menjatuhkannya; ia bangga akan pencapaiannya yang otentik, tidak bergantung pada opini orang lain, dan berkomitmen penuh pada warisan serta tanggung jawab terhadap keluarganya.";genius.com
Views;Hype;Chorus: Drake;"Done
Look what I've done in my life
I had to count it and count it again
To make sure the money was right
They love to talk
Me, I'm just dunning the hype
Me, I'm just dunning the hype
Me I'm just done, done, done, done, done";"Drake menegaskan bahwa ia telah mencapai banyak hal dalam hidupnya dan sekarang sudah muak dengan semua omong kosong dan sensasi palsu; dia hanya fokus pada hasil nyata dan tidak lagi peduli dengan 'hype'.";genius.com
Views;Weston Road Flows;Verse;"Weston Road Flows, I did this shit for my nigga Renny
Back when we couldn't buy pizza cause we were down to pennies
Feel like we go back a century, run in the store for Centuries
Then bring it back to your brother, man, we had to respect it
He was wavy, doin' mixtapes out of your basement
He let us hit the weed on occasion for entertainment
Then he would leave us at the house and go out on a mission
We probably would've got in less trouble just goin' with him
Feel like I never say much but, man, there's a lot to know
Feel like the difference between us really startin' to show
I'm lookin at they first week numbers like, ""What are those?""
I mean, you boys not even coming close
I gave niggas like you a reason for celebration
You number one and I'm Eddie Murphy, we tradin' places
Look in the mirror, I'm closer than I really appear
Creepin' like Chilli without the tender, love, and care
No tender love and care, no love and affection
I got a price on my head but there's a risk in collecting
I might be here as a vessel to teach people a lesson
Feel like they wanted me dead but couldn't pull it together
Yeah, but here we are and it's a new semester
40 the only one that know how I deal with the pressure
A couple nights where it started to feel like the feelings fadin'
A lot of problems that can't be fixed with a conversation
Your best day is my worst day, I get green like Earth Day
You treat me like I'm born yesterday, you forgot my birthday
You don't be scorin' perfect
You don't be workin' like how we be workin'
You platinum like wrappers
On Hershey's boy, that shit is worthless
You get the message over and over like it was urgent
And then act like you ain't heard it when you see me in person
The only thing I did to end up here was put the work in
And did it with a purpose
Used to have secret handshakes to confirm my friendships
Nowadays, they just shakin' my hand to hide the tension
A lot of people just hit me up when my name is mentioned
Shout out to KD, we relate, we get the same attention
It's rainin' money, Oklahoma City Thunder
The most successful rapper 35 and under
I'm assumin' everybody's 35 and under
That's when I plan to retire, man, it's already funded
Yeah, I brought your wifey out to Saint Martin
She violated, I sent her back where it all started
How quick they are to forget about their bachelor apartment
Leave it to niggas like you to show em' light in the darkness
Told my momma that I found a lady in the east
Cancun, when I got signed, they upgraded the suite
Don Julio in the freezer that they gave us for free
I get you all you can eat, just have some patience with me
You wouldn't tell me you loved me, started seein' Monique
Last time I heard from Monique, T-Minus was makin' beats
I used to hit the corner store to get to Tahiti Treat
Now the talk at the corner store is I'm TBE
The best ever, don't ever question, you know better
But shit ain’t always how it seems when it’s sewn together
Yeah, I let that last line breathe, it take a second to get it
Weston Road flows, my confidence level gettin' settled
Don't get hyped for the moment then start to backpedal
Don't let your newfound fame fool you
Or cloud up your judgement to talk loosely, I really do this
Been flowin' stupid since Vince Carter
Was on some through the legs arm in the hoop shit
Drinkin' Hpnotiq with Glenn Lewis, I been through it
Y'all was so afraid to lay claim to it
Too busy face screwin' on waste movements
You was ridin' TTC metro, I had the place boomin'
First take Drake, you know I rarely have to take two it
And they still take to it
Big Apple had the white hummer parked right in front of Fluid
And we be walkin' in that bitch like we already knew it
But money can't buy happiness, Jellee talkin' truthful
But I'm happiest when I can buy what I want
Get high when I want";Dalam bait ini, Drake merefleksikan perjalanannya dari masa-masa sulit di Toronto hingga menjadi salah satu rapper paling sukses di dunia, menyoroti perubahan dalam hubungan, ketenaran, dan kesetiaan di sekitarnya. Ia juga menekankan bahwa keberhasilannya bukan datang secara instan, melainkan melalui kerja keras, tekad, dan konsistensi yang tidak banyak dimiliki pesaingnya.;genius.com
Views;Redemption;Verse 1;"Why would I say all these things to have you feelin' a way?
Why would I tell you I'm 30 away if I'm not on the way?
Why do I settle for women that force me to pick up the pieces?
Why do I want an independent woman
To feel like she needs me?—I lost my way";Drake mengungkapkan perasaannya tentang konflik batin yang ia alami dalam hubungan—mengapa ia membuat janji yang tidak ditepati, tertarik pada perempuan yang membuatnya harus memperbaiki keadaan, dan keinginannya agar perempuan mandiri tetap membutuhkan dirinya—yang semuanya mencerminkan rasa kehilangan arah secara emosional.;genius.com
Views;Redemption;Chorus;"I'm searchin' for these words to say to you
Please give me time
Cause I'm searchin' for these words to say to you
Oh, please give me time
Cause I'm searchin' for these words to say to you right now
Redemption's on your mind when you think about me, yeah
Redemption's on your mind when you think about me, yeah";Drake sedang bergulat dengan penyesalan dan berusaha mencari kata-kata yang tepat untuk meminta maaf atau memperbaiki hubungan, sambil menyadari bahwa orang yang ia sakiti kini memikirkan tentang penebusan (redemption) ketika mengingat dirinya.;genius.com
Views;Redemption;Verse 2;"Run your mouth, I'd rather listen to someone else
I gave your nickname to someone else
I know you're seein' someone that loves you
And I don't want you to see no one else
I don't want you here with no one else
I don't wanna do this with no one else
I used to know you back when you was young
Your brother brought me through, you saw me
That made me think of you so differently
I miss the feeling of you missing me
But you say you're over and done with me
Aw, yeah, yeah, yeah
Aw, yeah, yeah, yeah";Drake mengungkapkan rasa kehilangan dan penyesalan karena melihat mantan kekasihnya bahagia dengan orang lain, sementara ia masih terikat secara emosional dan tidak ingin melihatnya bersama siapa pun selain dirinya.;genius.com
Views;Redemption;Chorus;"Now redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you (think about me)
Aw, please give me time
Cause I'm searchin' for these words
To say to you right now, yeah";Drake menyadari bahwa mantan kekasihnya mengharapkan permintaan maaf atau perubahan darinya (‘redemption’), dan ia sedang berjuang mencari kata-kata yang tepat untuk mengungkapkan penyesalan dan mungkin memperbaiki hubungan tersebut.;genius.com
Views;Redemption;Verse 3;"Say to you—but eighty percent of it wasn't true, yeah
Say to you—a Mercedes coupe that you're still drivin'
Was for me and you, girl
Really gon' spend the winter with this other nigga?
Act like he's really the one to get through it with you
Clicked up with Jessica, Kim
You know that I'm bound to see you
And they both say that you're over and done with me
Aw yeah, yeah, yeah
Aw yeah, yeah, yeah";Drake mengungkapkan rasa kecewanya karena mantan kekasihnya menjalani musim dingin bersama pria lain dan tampaknya telah move on, sementara ia masih memikirkan hubungan mereka dan menyadari bahwa banyak dari janji atau kata-kata yang ia ucapkan sebelumnya tidak sepenuhnya benar.;genius.com
Views;Redemption;Chorus;"They say redemption's on your mind when you think about me
Yeah, aww yeah, yeah, yeah
Redemption's on your mind when you think about me
Aw yeah, yeah, yeah
Redemption's on your mind when you
Aw please give me time
Cause I'm searchin' for these words to say to you right now";Drake mengungkapkan bahwa mantannya masih memikirkan tentang 'penebusan' atau kesempatan kedua saat mengingat dirinya, sementara ia sendiri masih mencari kata-kata yang tepat untuk mengungkapkan perasaannya dan meminta waktu untuk memperbaiki keadaan.;genius.com
Views;Redemption;Verse 4;"Damn, I'm not unrealistic with none of my women
I tell them if they ain't with it then let's just forget it
Relationships slowin' me down, they slow down the vision
Guess I'm not in a position to deal with commitment
Certain people need to tell me they're proud of me
That mean a lot to me
Not havin' closure, it take a lot out of me
This year for Christmas I just want apologies
Sydney gave up on me when I went missin'
Syn had a baby and treated me different
Erika sued me and opened a business
Wonder if they wish it could've been different
Wonder what they'd do put in my position
I wonder, when my shit drop, do they listen?
Wonder if they're second guessin' their decisions
I hate the number 2, that shit is unforgiving
Tryna satisfy everybody, it's like they can't get enough
Until enough is enough, and then it's too much
You tip the scale when I weigh my options
West Palm girls are spoiled rotten
Tiffany on you, you know you poppin'
I'll kill somebody if they give you problems
Master bedroom's where we get it poppin'
Just ignore all the skeletons in my closet
I'm a walkin' come-up, I'm a bank deposit
Sell my secrets and get top dollar
Sell my secrets for a Range Rover
Opportunity and temptation
They would sell my secrets for a tropical vacation
Sell my secrets back to me if I was payin'
Who's gonna save me when I need savin'?
Since Take Care, I've been caretakin'
But second chances, that ain't how you livin'
Redemption on your mind, I'll never be forgiven";Drake mencurahkan perasaannya tentang hubungan yang gagal, kekecewaan pribadi, dan tekanan ketenaran—mengakui bahwa ia tidak bisa berkomitmen karena karier, serta merasa dikhianati oleh orang-orang terdekat yang menjual rahasianya demi keuntungan pribadi. Ia juga merindukan pengakuan dan permintaan maaf, namun sadar bahwa bagi sebagian orang, pengampunan mungkin tidak akan pernah datang.;genius.com
Views;With You (Ft. PARTYNEXTDOOR);Chorus: PARTYNEXTDOOR;"It's about us right now, girl, where you going?
It's about us right now, girl, where you going?
I'm with you";Drake menyampaikan bahwa fokusnya saat ini adalah hubungan mereka, dan mempertanyakan mengapa pasangannya tampak menjauh—sebuah ungkapan kesetiaan dan keinginan untuk tetap bersama di tengah ketidakpastian.;genius.com
Views;With You (Ft. PARTYNEXTDOOR);Verse 1: PARTYNEXTDOOR;"Yeah, I can't get enough of you, babe
Bottles open up so you can try and open up for me, baby
M.I.A. in the M.I.A
You do you, girl, the haters gon' hate
Cut them off like you a sensei, girl
Oh, I know you feel what I feel
Breaking you off, it's so real
I can't fake that, babe
My love's locked down and you cuffing it
You're the only one I trust with it
You're the only one that stuck with it";"Bait ini mengungkapkan rasa ketertarikan yang mendalam terhadap seorang wanita yang tetap setia dan bisa dipercaya, di tengah gaya hidup glamor dan gangguan eksternal; Drake menunjukkan bahwa hanya dia yang mampu 'mengunci' hatinya.";genius.com
Views;With You (Ft. PARTYNEXTDOOR);Chorus: PARTYNEXTDOOR & Drake;"It's about us right now, girl, where you going?
It's about us right now, girl, where you going?
I'm with you
It's about us right now, girl, where you going?
It's about us right now, girl, where you going? Yeah
I'm with you
ADVERTISEMENT
SCROLL TO CONTINUE WITH CONTENT";Bait ini mengekspresikan kekhawatiran dan kebingungan Drake terhadap pasangannya yang tampak menjauh, padahal menurutnya momen tersebut seharusnya fokus pada hubungan mereka berdua—ia menegaskan bahwa ia ada dan berkomitmen untuk tetap bersama.;genius.com
Views;With You (Ft. PARTYNEXTDOOR);Verse 2: Drake;"Yeah, linking me down on my line
Busy as usual but we should make some time
Looking for things you can find
Just so you can have something to bring up when it's time
Mixing vodka and emotions, tapping into your emotions
Dry cry cause I'm hopeless
Choosey lover for the moment
Different story when I leave you
Story up just to keep you
I need you 'round, I need you, oh";Bait ini menggambarkan hubungan yang penuh tarik ulur emosional, di mana Drake merasa pasangannya sengaja mencari-cari masalah agar bisa mengungkitnya nanti, sementara ia sendiri merasa kewalahan, rapuh secara emosional, namun tetap membutuhkan kehadirannya.;genius.com
Views;With You (Ft. PARTYNEXTDOOR);Chorus: PARTYNEXTDOOR & Jeremih;"It's about us right now, girl, where you going?
It's about us right now, girl, where you going?
I'm with you
It's all about us right now, girl, where you going?
It's all about us right now, girl, where you going?
I'm with you, I'm with you";Bait ini mengekspresikan keinginan Drake untuk menjaga fokus hubungan mereka, mengingatkannya bahwa momen ini seharusnya tentang kebersamaan mereka, sambil menunjukkan komitmennya dengan mengatakan bahwa ia bersamanya.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Intro: Pimp C, Drake & Amber Rose;"Check, one-two, one-two, bitch
You expensive, you know that?
I'm high maintenance a little bit but not in a
Not in a negative way
I just like extremely expensive things";Bait ini menggambarkan karakter wanita yang digambarkan sebagai mahal dan memiliki selera tinggi, serta pengakuannya bahwa dirinya juga punya standar tinggi, bukan karena sombong, tapi karena menyukai hal-hal mewah.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Verse 1: Pimp C;"Foot off in their ass is what Ken told me
Niggas like to play games
'Cause they feel like they know me (they know me)
You don't know me, nigga, I done changed (I done changed)
So don't be trying to be putting on shit off in the game (Game)
This ain't no motherfucking 91
We out here rapping for money, you niggas rapping for fun
I don't fuck with nobody in this shit but Bun
(In this shit but Bun)";"Bait ini mengungkapkan frustrasi terhadap orang-orang yang menganggap mereka mengenal Drake padahal ia telah banyak berubah; ia menekankan bahwa kini ia serius dalam karier musik untuk uang, bukan sekadar kesenangan, dan hanya mempercayai segelintir orang dalam industri.";genius.com
Views;Faithful (Ft. dvsn & Pimp C);Pre-Chorus: Drake;"You would think it's all mine the way I took it (Yeah)
You would think it broke down the way I push it (Yeah)
You hate it when I coat things all in sugar
You want to hear the real talk, well, girl, who wouldn't? (Yeah)";Drake menggambarkan bagaimana dia memiliki kendali penuh dalam hubungan hingga tampak seperti miliknya sendiri, dan menanggapi keinginan pasangannya untuk kejujuran, meski ia sering mencoba melunakkan kenyataan dengan kata-kata manis.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Chorus: Drake;"Working, working, working, working, ain't ya?
You don't have no time to lay up
You just tryna be somebody
'Fore you say you need somebody
Get all your affairs in order
I won't have affairs, I'm yours, girl
Faithful, faithful, faithful, faithful";Drake mengungkapkan penghargaannya terhadap perempuan yang fokus mengejar tujuan hidup dan kemandirian, sambil meyakinkan bahwa ia akan setia dan tidak akan mencari hubungan lain selama menunggunya.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Verse 2: Drake;"You hit me like ""I know you’re there with someone else"" (Yeah)
That pussy knows me better than I know myself
On my way from the studio, so get undressed
Let's do the things that we say on text (Yeah)
I want to get straight to the climax (Straight, straight to the)
Yeah, have you coming all summer like a season pass (Yeah)
I want to turn you out like pitch black
Want to watch you do work while I sit back (Yeah)
'Cause you talk like you got what I need (Yeah)
You talk like you got the juice and the squeeze (Yeah)
Talk like you bet it all on me (Yeah)
And you can't take no Ls off me
I know you been";Bait ini menggambarkan hasrat seksual dan kedekatan emosional yang intens, di mana Drake menyatakan hubungan fisik mereka terasa begitu akrab hingga melampaui pemahaman dirinya sendiri, serta menunjukkan ketergantungan dan kepercayaan yang tinggi terhadap pasangannya.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Chorus: Drake;"Working, working, working, working, ain't ya?
You don't have no time to lay up
You just tryna somebody
'Fore you say you need somebody
Get all your affairs in order
I won't have affairs, I'm yours, girl
Faithful, faithful, faithful, faithful";Drake menggambarkan seorang wanita yang terlalu sibuk mengejar ambisi dan pencapaian pribadi hingga menunda untuk membuka diri dalam hubungan, sementara ia meyakinkannya bahwa dirinya setia dan siap berkomitmen penuh.;genius.com
Views;Faithful (Ft. dvsn & Pimp C);Verse 3: dvsn;"How far we go always seems to get better with time, hey
Won't ya, outsmart me, no
Told me that your brain works better than mine
Tell me I should know ya (I'll get to know you again)
You want me to show ya (I'm gonna show you again)
Now we're in the zone, yeah (Gon' let me all in again, ooh)
And now you're coming over
(Over and over and over and over and over again)
Over and over again, over and over again
Now you're coming over
Over and over again, over and over again
You tell me I should know ya (But I'll get to know you again)
And you want me to show ya, uh (I'm gonna show you again)
When were in the zone you (Gon' let me own it again)
And now you're coming over
(Over and over and over and over and over again)
Now you're coming over, you're coming over";"Bait ini menggambarkan dinamika hubungan yang berulang antara dua orang yang saling tertarik namun juga terus mencoba memahami dan memperbaiki hubungan mereka; ada siklus tarik-ulur emosional, tapi juga keintiman yang terus berkembang seiring waktu.";genius.com
